Label,Title,Summary,Date,Author
1,trump disputes comey’s testimony,"president trump on friday accused james b. comey, the former f.b.i. director, of making false statements under oath to congress. the president said he would gladly provide sworn testimony disputing mr. comey’s assertion that mr. trump had forced him out because of his handling of the investigation into the trump campaign’s ties to russia.",2017-06-10,no author found
1,blasting out of a trump trap,"the de blasio administration has explored the possibility of getting out of its contracts with the trump organization at ferry point, wollman rink and other sites.",2016-10-28,ginia bellafante
1,what donald j. trump owns and owes,"the republican presidential nominee has an interest in more than 30 u.s. properties, roughly half of which have debt on them.",2016-08-20,ford fessenden
1,trump’s white whale,trump will not stop until he brings down trump.,2019-11-23,maureen dowd
1,"wow, trump can’t terminate",coming soon: american irony week.,2017-07-27,gail collins
1,"the shutdown, according to trump ","during a news conference on friday, president trump insisted that most furloughed federal employees supported his wall, that mexico is paying for it and that it would stop a horde of terrorists from crossing the border. none of that was true. ",2019-01-05,linda qiu
1,trump’s russia motives,"he has business ties, political ties and ideological ties to putin’s russia, and it’s up to the senate and the f.b.i. to clarify them.",2017-02-21,david leonhardt
1,‘pay trump bribes here’ projected on trump hotel in washington,the blue letters over an entrance at the trump international hotel alluded to questions about the president’s business affairs with foreign governments.,2017-05-16,christopher mele
1,trump cuts business regulations,president trump pulled out of the trans-pacific partnership on monday and proposed massive cuts in taxes and regulations for businesses.,2017-01-23,no author found
1,trump’s dangerous obsession with the markets,"the president is not only reading the markets as a daily measure of his success, he is also shaping policy to keep prices high.",2019-04-10,ruchir sharma
1,trump calls clinton 'unstable',"donald j. trump, at a rally on friday, escalated his attacks against hillary clinton, saying that was too protected and calling her trigger happy.",2016-09-10,no author found
1,donald trump’s foreign policy circus,"it’s understandable if world leaders doubt what the secretary of state says, when mr. trump is always ready to contradict him.",2017-10-05,no author found
1,trump kills compromise on immigration,a bill would have saved the dreamers and given him his wall. he’d rather play political games.,2018-02-16,no author found
1,"no, not trump, not ever","voters deserve respect, but this year, their candidate does not.",2016-03-18,david brooks
1,trump goes godly,the man in the white house thinks he’s a miracle.,2019-08-22,gail collins
1,trump announces policy plans,president-elect donald j. trump vowed in a youtube video to focus on creating jobs and reducing regulations as soon as he takes office.,2016-11-21,transition
1,trump speaks in iowa,"the republican presidential candidate donald j. trump told a crowd in sioux city, iowa, that supporters “are with trump” and “they’re staying,” after a poll showed him losing his lead in the state.",2015-10-28,no author found
1,trump defends tax payments,"donald j. trump said at a campaign rally in pueblo, colo., that he had used the country's tax laws to his benefit “as legally required” and hated the way the current administration spends tax dollars.",2016-10-03,no author found
1,"trump, the self-impeaching president","now he wants china to investigate the bidens and help his re-election bid. give him this, he’s not subtle.",2019-10-03,no author found
1,trump lies. china thrives.,"the president is a serial liar, but he’s right that beijing plays unfair on trade.",2017-06-07,thomas friedman
1,4 ways fred trump made donald trump and his siblings rich,a times investigation found that the president's father created scores of revenue streams for his children.,2018-10-02,susanne craig
1,the urgent question of trump and money laundering,"how bruce ohr, president trump’s latest twitter target, fits a suspicious pattern of behavior on russia.",2018-09-09,david leonhardt
1,the urgent question of trump and money laundering,"how bruce ohr, president trump’s latest twitter target, fits a suspicious pattern of behavior on russia.",2018-09-09,david leonhardt
1,trump vandalizes the iran deal,"the president is isolating the united states, not iran, and increasing the risk of war.",2018-05-08,nicholas kristof
1,"after trump, the deluge?","the president, who has condoned violence at his rallies, says democrats will “violently” overturn all he has done if they prevail in the midterms.",2018-08-29,no author found
1,trump repeats nixon’s fateful panic,"this time, the president’s defenders are complicit in the concealment.",2018-01-29,charles
1,trump versus the hog-maker,harley-davidson vrooms off to the trade war.,2018-06-28,paul krugman
1,donald trump’s denial about russia,mr. trump’s rejection of the united states’ investigation into russian hacking of the 2016 election leaves him isolated.,2016-12-15,no author found
1,trump’s contempt for true professionals,it’s driving the impeachment inquiry. it’s dooming his presidency.,2019-11-12,frank bruni
1,donald trump: the russian poodle,vladimir putin is being rewarded for his attack on the united states.,2016-12-17,nicholas kristof
1,trump is china’s chump,the president doesn’t look like a savvy negotiator to asia-pacific business and political leaders.,2017-06-28,thomas friedman
1,donald trump’s worst nightmare,“sometimes you’re not in the mood to shake hands with everybody.”,2018-06-25,bill plympton
1,trump on radical islam,"in his speech on foreign policy on wednesday, donald j. trump explained his approach to radical islam, saying, ""we must stop importing extremism through senseless immigration policies.""",2016-04-27,no author found
1,j.k. rowling apologizes for anti-trump tweets (but not to trump),the “harry potter” author had assumed — incorrectly — that the president had snubbed a three-year-old boy with spina bifida.,2017-08-01,dan bilefsky
1,trump vs. justice,the president is repeatedly trying to undermine the rule of law.,2018-04-30,david leonhardt
1,trump’s campaign chief,"in august, donald j. trump shook up his presidential campaign for the second time in two months, hiring stephen k. bannon, the executive chairman of breitbart news, as the republican campaign’s chief executive.",2016-08-17,ainara tiefenthäler
